_type,_id,_revision,_page.next,kodas,vietovardis_pilnas_nekirciuotas,vietovardis,linksniai,vietovardzio_rusis,vietovardis_vertimas,kirciuote,adm_teritorinis_priklausymas,statusas,kitas_statusas,kiti_variantai,papildoma_informacija,susije_vietovardziai
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,c7714d83-b081-4156-8a86-b279219c39ca,300da5c8-5cbb-4d88-bc20-37f7dc30cee9,,2602340,Trainiškis,Traini̇̀škis,"Traini̇̀škio, Traini̇̀škiui, į Traini̇̀škį, ties Trainiškiù, Traini̇̀škyje",kaimas,,2,"Ignalinos rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,c1dfbda2-ca15-4368-89a4-5ee36bbdd34a,0f8bf5fd-d1ec-47ac-a680-bba4e26b2a08,,2602350,Trakai,Trãkai,"Trãkų, Trãkams, į Trakùs, ties Trãkais, Trãkuose",miestas,,2,"Trakų rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,6de1365a-cd1d-410d-8b38-c595d84ebb4d,811afa38-647b-4a81-accf-ca317cd03082,,2602360,Trakai,Trãkai,"Trãkų, Trãkams, į Trakùs, ties Trãkais, Trãkuose",kaimas,,2,"Ignalinos rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,12a21f34-2960-421b-89f0-6f418aef538b,e63bd0df-5bf9-4074-84b0-3c7d3876720c,,2602370,Trakai,Trãkai,"Trãkų, Trãkams, į Trakùs, ties Trãkais, Trãkuose",kaimas,,2,"Jurbarko rajonas, Tauragėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,d150b867-c663-460a-9760-688430d9e09c,6ea6f210-9a53-465d-bb5a-bc24f153854b,,2602380,Trakai,Trãkai,"Trãkų, Trãkams, į Trakùs, ties Trãkais, Trãkuose",kaimas,,2,"Kėdainių rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,3e1c7918-6409-41ae-818c-42a9fc08da7d,3b970480-5764-4964-8ffe-a0c26cc64817,,2602390,Trakai,Trãkai,"Trãkų, Trãkams, į Trakùs, ties Trãkais, Trãkuose",kaimas,,2,"Molėtų rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,81f9c0d6-b300-4985-8741-ea8f4d3da099,24d2c6a9-e0a3-4949-98e5-f40816d6fdb3,,2602400,Trakai,Trakai̇̃,"Trakų̃, Trakáms, į Trakùs, ties Trakai̇̃s, Trakuosè",kaimas,,4,"Jonavos rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,45151fab-5628-458b-b9c1-2c11765640a8,8fcabfe6-fc4c-4397-b3bb-9813a037467a,,2602410,Trakai,Trakai̇̃,"Trakų̃, Trakáms, į Trakùs, ties Trakai̇̃s, Trakuosè",kaimas,,4,"Marijampolės savivaldybės teritorija, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,d6cb325b-4c9b-472e-8f50-7e9847ea6b61,9a9cb161-baba-44d2-89b9-a6be326f9a3b,,2602420,Trakai,Trakai̇̃,"Trakų̃, Trakáms, į Trakùs, ties Trakai̇̃s, Trakuosè",kaimas,,4,"Radviliškio rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,57d82f0f-2012-4e68-b9b5-220001c59c9e,607c35cd-27d3-4ba1-98bd-1b5ffd794df8,,2602430,Trakai,Trakai̇̃,"Trakų̃, Trakáms, į Trakùs, ties Trakai̇̃s, Trakuosè",kaimas,,4,"Širvintų rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,ffcefd08-ab32-414e-a328-1825c436819f,c984a53d-6570-4f84-8a04-d637e13ebd4d,,2602440,Trakai,Trakai̇̃,"Trakų̃, Trakáms, į Trakùs, ties Trakai̇̃s, Trakuosè",kaimas,,4,"Švenčionių rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,03ca4fe2-c0c1-48ce-b4ff-9ba471bc924b,246f2b5b-a3ad-45ac-96de-abfdbe84d290,,2602450,Trakas,Trãkas,"Trãko, Trãkui, į Trãką, ties Trakù, Trakè",kaimas,,4,"Šakių rajonas, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,96ca654f-103d-43ce-8da8-83b4149e7825,240c89e7-949d-4f26-9234-7e8e8b236187,,2602460,Trakėnai,Trakė́nai,,kaimas,,1,"Kalvarijos savivaldybės teritorija, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,8e505e32-cde9-4f01-b913-9b0c0d9c99fa,3aa18018-4215-48bb-b029-d58b3b4231e1,,2602470,Trakėnai,Trakė́nai,,kaimas,"vokiškai Trakehnen, dabar rusiškai Jasnaja Poljana",1,"Kaliningrado sritis, Nesterovo rajonas, Rusija",neoficialusis,oficialusis - Jãsnaja Polianà,,buvusi Stalupėnų apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,2d0092e5-7637-4603-9168-ee22352a2176,9673b41d-452f-4c47-8ce2-79785be94789,,2602480,Trakiniai,Traki̇̀niai,"Traki̇̀nių, Traki̇̀niams, į Trakiniùs, ties Traki̇̀niais, Traki̇̀niuose",kaimas,,2,"Anykščių rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,c29c133f-4919-4710-a01a-44942e55baf9,f3320afc-3d6b-4521-a675-8bb9f4df9a20,,2602490,Trakiniai,Traki̇̀niai,"Traki̇̀nių, Traki̇̀niams, į Trakiniùs, ties Traki̇̀niais, Traki̇̀niuose",kaimas,,2,"Raseinių rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,25346c1e-3c17-48d0-834f-8e56e2ac807f,a4e93e81-944b-4fc0-8f46-c27767a38435,,2602500,Trakiniai,Traki̇̀niai,"Traki̇̀nių, Traki̇̀niams, į Trakiniùs, ties Traki̇̀niais, Traki̇̀niuose",kaimas,,2,"Ukmergės rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,39a6f9a5-3e8c-401d-88a8-61b26aa1d4dd,c664eeb9-40e5-471b-9bf8-3d94d933f907,,2602510,Trakiniai,Trakiniai̇̃,"Trakinių̃, Trakiniáms, į Trãkinius, ties Trakiniai̇̃s, Trakiniuosè",kaimas,"vokiškai Trakinnen, dabar rusiškai Danilevskoe",(3b),"Kaliningrado sritis, Krasnoznamensko rajonas, Rusija",neoficialusis,oficialusis - Dani̇̀levskojė,,buvusi Pilkalnio apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,259303e7-4305-4127-bc79-af71eb9d9439,2aa0effd-48d4-45d2-9cdf-b5a7e179152b,,2602520,Trakininkai,Trãkininkai,,kaimas,,1,"Pagėgių savivaldybės teritorija, Tauragėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,8fafdea8-0cbc-46d7-bc41-0ec6b600f7de,018b0693-d91c-417c-ac18-05234b81d383,,2602530,Trakininkai,Trãkininkai,,kaimas,,1,"Panevėžio rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,d99ab9ca-0858-4b47-8bbf-d4963d29c162,3b8a8b37-09e6-4bc0-b558-30913f387ca1,,2602540,Trakinių piliakalnis,Traki̇̀nių pi̇̀liakalnis,,piliakalnis,,,"Anykščių rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,ab464483-fc34-4386-93b4-459414e276ad,55d84afb-2aa9-40d0-a37b-22b16396eb6d,,2602550,Trakiškė,Trãkiškė,,kaimas,lenkiškai Trakiszki,1,"Seinų apskritis, Lenkija",pagrindinis,,Trãkiškiai - šalutinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,005ccbc7-270c-4b3c-8fd3-37e3e30a75c6,3b06ff8b-76f4-43f6-9783-5d894adb7360,,2602560,Trakiškiai,Trãkiškiai,,kaimas,,1,"Seinų apskritis, Lenkija",šalutinis,,Trãkiškė - pagrindinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,e77be473-3b9d-4c7a-9ff2-f9826ec6cff2,6ef53090-d1fd-48ae-8741-c315b556503d,,2602570,Trakiškiai,Traki̇̀škiai,"Traki̇̀škių, Traki̇̀škiams, į Trakiškiùs, ties Traki̇̀škiais, Traki̇̀škiuose",kaimas,,2,"Kalvarijos savivaldybės teritorija, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,766c9203-ec7b-4e6d-a3cb-be10fbc312da,60900c0a-a4a9-48ed-a225-ea61481e3e61,,2602580,Trakiškiai,Traki̇̀škiai,"Traki̇̀škių, Traki̇̀škiams, į Trakiškiùs, ties Traki̇̀škiais, Traki̇̀škiuose",kaimas,,2,"Marijampolės savivaldybės teritorija, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,3675ab01-5be5-49d7-b792-c890d8711125,6cb0c9ec-70ab-4b93-8c22-01bb3aa7735f,,2602590,Trakiškis,Trãkiškis,,kaimas,,1,"Panevėžio rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,e4c2257c-ad52-4a68-9d59-05a3140fc64e,08567668-4b30-4450-8f06-e015e64068fc,,2602600,Trakiškių miškas,Traki̇̀škių mi̇̀škas,,miškas,,,"Varėnos rajonas, Alytausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,b3daa935-5a52-46ba-ae81-8619bb724c6e,c8373a48-ca22-4fb4-a70a-5a07fb0cdc51,,2602610,Traklaukas,Trãklaukas,,kaimas,,1,"Tauragės rajonas, Tauragėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,0a873a75-06c0-4159-8893-d2bec3ecb37b,3e1bd214-772e-49eb-b593-f4ed1ed8da1b,,2602620,Trako pelkė (durpynas),Trãko pélkė (durpýnas),,pelkė,,,"Ignalinos rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,fdc17580-78cd-4476-8807-bd3be69d627d,827c1f59-884a-4773-964b-9a3db3349b2b,,2602630,Traksėdis,Traksė́dis,,kaimas,,1,"Šilalės rajonas, Tauragėsapskritis, Lietuva",pagrindinis,,Trãksėdis - šalutinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,4e750a76-6d96-4f24-b0c3-35f1fec6dcf5,46f8a6a1-349f-4a44-995a-3882bc884473,,2602640,Traksėdis,Trãksėdis,,kaimas,,1,"Šilalės rajonas, Tauragėsapskritis, Lietuva",šalutinis,,Traksė́dis - pagrindinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,ab9ff474-dbcf-4353-9a31-9a3d5818ae75,04e4edbf-52c5-4d42-b83a-d9603fe10d4a,,2602650,Traksėdžiai,Trãksėdžiai,,kaimas,,1,"Šilutės rajonas, Klaipėdosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,9da32015-4ef8-4305-a445-851f93dad22d,e73533e9-9b75-4d23-8b06-1c86d5588684,,2602660,Trakų kalvynas,Trãkų kalvýnas,,"kalva, kalvynas",,,Lietuva,vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,b608441c-a47a-4878-8e2b-a211f6dccef3,b3acf437-628c-4146-9df9-a89779cc981c,,2602670,Trakų miškas,Trakų̃ mi̇̀škas,,miškas,,,"Švenčionių rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,94f6f9e4-3f80-4108-b724-b5aad6d62d5b,8c19cbf7-be5d-4313-9cdf-c8d364d5dd59,,2602680,Trakų pilkapynas,Trakų̃ pilkapýnas,,pilkapynas,,,"Švenčionių rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,f60c447f-5198-446b-afdc-63ada59bad11,7453955f-cf60-4935-bbd5-d7dfcdc037de,,2602690,Trakų Vokė,Trãkų Vókė,,miesto dalis,,1,"Vilniaus miestas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,bc94a37b-af3d-4b50-adf5-1bb81d532e9c,a8a739b9-36d9-41ac-ae2f-eaa7394b8297,,2602700,Tramys,Tramỹs,"Trãmio, Trãmiui, į Trãmį, ties Tramiù, Tramyjè",ežeras,,4,"Molėtų rajonas, Utenosapskritis, Lietuva",vienintelis,,,pirmas – vienas iš dviejų ežerų,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,89184b0e-e8ec-400f-bbe9-ada35f19a28f,a2345f33-d4f6-4296-81f3-39672461805a,,2602710,Tramys,Tramỹs,"Trãmio, Trãmiui, į Trãmį, ties Tramiù, Tramyjè",ežeras,,4,"Molėtų rajonas, Utenosapskritis, Lietuva",vienintelis,,,antras – vienas iš dviejų ežerų,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,d0cb477c-ae16-4642-b484-a422addf34cf,91a1fd32-5f6b-491f-89dc-16544b0cc65b,,2602720,Tramišiai,Tramišiai̇̃,"Tramišių̃, Tramišiáms, į Tramišiùs, ties Tramišiai̇̃s, Tramišiuosè",kaimas,"vokiškai Trammischen, dabar rusiškai Razdol’noe",4,"Kaliningrado sritis, Slavsko rajonas, Rusija",neoficialusis,oficialusis - Razdòlnojė,,buvusi Šilutės apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,64f23cb5-4500-4c05-8448-2ff2eed9cd2e,7d285cb8-6419-43e5-9f6d-25426f6e6c2b,,2602730,Trapėnai,Trapė́nai,,kaimas,"vokiškai Trappönen, dabar rusiškai Nemanskoe",1,"Kaliningrado sritis, Krasnoznamensko rajonas, Rusija",oficialusis,oficialusis - Nèmanskojė,,buvusi Ragainės apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,b2c3fdf0-81e8-449a-a377-6299487cb28e,d4ef2bb2-21d8-4c24-80e8-04179e21c231,,2602740,Trasninkas,Trasniñkas,"Trasniñko, Trasniñkui, į Trasniñką, ties Trasninkù, Trasninkè",kaimas,,2,"Varėnos rajonas, Alytausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,debf75ca-b1f8-49d1-9178-d21d571d0431,ab9b9c71-ea02-4f66-8466-45fdc93998e1,,2602750,Trauleiniai,Trauléiniai,,kaimas,,1,"Šiaulių rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,fcfb5d98-d43d-4d36-9f62-3c4db28e4681,a5e5af4f-890e-4cd7-8fb2-1a9b412067db,,2602760,Traulėnai,Traulė́nai,,kaimas,,1,"Kelmės rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,d214f237-bfd9-4ca6-ac4b-27cef175c666,882ceb5c-217a-47af-9b24-fa2cf5c98789,,2602770,Traupis,Traũpis,"Traũpio, Traũpiui, į Traũpį, ties Traupiù, Traũpyje",miestelis,,2,"Anykščių rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,97e9dd8b-816b-4219-b389-c83c88faef7c,9cb6972d-61a3-48ea-94a9-7dee94937b99,,2602780,Trebučiai,Trebùčiai,"Trebùčių, Trebùčiams, į Trebučiùs, ties Trebùčiais, Trebùčiuose",kaimas,,2,"Švenčionių rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,39ebc5d6-9a6d-4317-82ee-cafe0bef0041,2131ae1e-8e13-41fe-a1ee-5949f7c27c71,,2602790,Trebūtinis,Trebū́tinis,,ežeras,,1,"Rokiškio rajonas, Panevėžioapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,9cbaa266-e9d7-4992-a7dc-a9592b0d9fdc,61ec66c9-ec0c-4851-9ac7-6b59588eb9d7,,2602800,Treigiai,Treigiai̇̃,"Treigių̃, Treigiáms, į Treigiùs, ties Treigiai̇̃s, Treigiuosè",kaimas,,4,"Joniškio rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,53807d97-64e9-4ce8-84ab-b49fa4764870,deac1c7b-46ea-466c-acb0-21d8999fcde4,,2602810,Treigiai,Treigiai̇̃,"Treigių̃, Treigiáms, į Treigiùs, ties Treigiai̇̃s, Treigiuosè",kaimas,,4,"Radviliškio rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,c30b406d-a311-4bed-b0bf-1f43c5282e30,e3273eb5-c031-4e91-8a8f-86e6329e8058,,2602820,Treigiai,Treigiai̇̃,"Treigių̃, Treigiáms, į Treigiùs, ties Treigiai̇̃s, Treigiuosè",kaimas,,4,"Šilalės rajonas, Tauragėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,3cd3d30d-6ea2-42cd-a8b6-d45d39de0111,c3f8ce3b-e31e-463a-b443-2a4d131138fb,,2602830,Treigių pilė,Treigių̃ pi̇̀lė,,piliakalnis,,,"Šilalės rajonas, Tauragėsapskritis, Lietuva",šalutinis,,Erži̇̀lkalnis - pagrindinis,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,0ae4fc85-350f-4bbd-aa47-510ca3d4fadf,9a3cc5d5-56db-4764-b8ae-146f0ef28bbe,,2602840,Treinoji,Treinóji,"Treinõsios, Trei̇̃najai, į Trei̇̃nąją, ties Treiną́ja, Treinõjoje",kaimas,,,"Tauragės rajonas, Tauragėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,005cafcc-405a-453c-80d3-8810f36d724f,17267208-f84c-47bb-aa71-9b36a8eb8d6f,,2602850,Trempai,Trem̃pai,"Trem̃pų, Trem̃pams, į Trempùs, ties Trem̃pais, Trem̃puose",pelkė,,2,"Vilkaviškio rajonas, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,d5f1204f-a27b-40ce-92a2-2efb7236367c,988310e9-ad39-4504-a5c2-4887e2f0db00,,2602860,Trempai,Trempai̇̃,"Trempų̃, Trempáms, į Trempùs, ties Trempai̇̃s, Trempuosè",miestelis,"vokiškai Trempen, dabar rusiškai Novostrojevo",4,"Kaliningrado sritis, Ozersko rajonas, Rusija",neoficialusis,oficialusis - Novostròjevas,,buvusi Darkiemio apskritis,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,11989023-b888-452c-8b0b-e398c0bb580a,88d2bd9d-1aaf-452b-b10d-4e48e67582b1,,2602870,Trempiniai,Trempi̇̀niai,"Trempi̇̀nių, Trempi̇̀niams, į Trempiniùs, ties Trempi̇̀niais, Trempi̇̀niuose",kaimas,,2,"Kalvarijos savivaldybės teritorija, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,357b4e8b-f3c0-4271-9ca9-c30877d26eeb,e310e5d7-84b6-408f-8e23-c6c69b1acfc2,,2602880,Tremtiniai,Tremti̇̀niai,"Tremti̇̀nių, Tremti̇̀niams, į Tremtiniùs, ties Tremti̇̀niais, Tremti̇̀niuose",kaimas,,2,"Kėdainių rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,b28af18b-8707-414f-8bfb-88cc8d80ea92,4305f9a4-bf4b-4f84-bbd9-7ffcdf10fce0,,2602890,Tremtiniai,Tremti̇̀niai,"Tremti̇̀nių, Tremti̇̀niams, į Tremtiniùs, ties Tremti̇̀niais, Tremti̇̀niuose",kaimas,,2,"Pakruojo rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,cf7cb9b4-45b0-4f83-ab61-5eea45368f27,e2449a11-0459-4661-928c-65b75229248c,,2602900,Trepai,Trẽpai,"Trẽpų, Trẽpams, į Trepùs, ties Trẽpais, Trẽpuose",kaimas,,2,"Tauragės rajonas, Tauragėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,c70440c6-09fc-4f86-8f78-f5af86c62e96,9369a862-b0d7-48b9-8fca-8821db011a16,,2602910,Trepėnai,Trepė́nai,,kaimas,,1,"Raseinių rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,89b4b697-e390-44d6-8bdb-10c5c824a0d6,fc6a6736-3a8d-47a8-84cd-2a973a89864e,,2602920,Tribonys,Tribónys,"Tribonių̃, Triboni̇̀ms, į Tribónis, ties Tribonimi̇̀s, Tribonysè",kaimas,,3,"Šalčininkų rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,b4be0ca8-ee54-416b-bf1d-b50969adc12f,28fc0a41-0b34-4d84-ad2c-48a71b390122,,2602930,Tribonių miškas,Tribonių̃ mi̇̀škas,,miškas,,,"Šalčininkų rajonas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,9f397cda-8d06-4bfe-b9b8-e584ff0a1efb,23af1f33-08be-49f1-96fb-d653e839ef14,,2602940,Tribūniškių miškas,Tribū́niškių mi̇̀škas,,miškas,,,"Kaišiadorių rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,403ecbd7-515d-41ff-a916-a70661ea76f1,968493dd-7f06-4f39-86c4-77ef118ed5dd,,2602950,Tričių piliakalnis,Tričių̃ pi̇̀liakalnis,,piliakalnis,,,"Pakruojo rajonas, Šiauliųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,1c061995-ba41-473c-aa09-36a2b45a675d,ce6174e4-971e-4a43-be2d-1d55b330159a,,2602960,Trijų Kryžių kalnas,Trijų̃ Krỹžių kálnas,,kalnas,,,"Vilniaus miestas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,ba65e512-d21f-4ebb-9496-c4b6d247c503,ce0e9bd8-36d0-472b-a6bc-a0c1c471348a,,2602970,Trikampiai,Trikam̃piai,"Trikam̃pių, Trikam̃piams, į Trikampiùs, ties Trikam̃piais, Trikam̃piuose",kaimas,,2,"Kalvarijos savivaldybės teritorija, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,0039b026-6c1c-4fc1-bf92-6044be442983,84b431fe-56b6-4c08-8c1f-33e5712c85a1,,2602980,Trikampio miškas,Trikam̃pio mi̇̀škas,,miškas,,,"Varėnos rajonas, Alytausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,9be38e70-4b05-4fb3-be7e-99509f1b3c77,021b31d2-f83c-45a6-9cdd-43e391364ae0,,2602990,Trikojis,Trikójis,,ežeras,,1,"Lazdijų rajonas, Alytausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,a0e52bef-9a90-4212-9906-bfef6212aba1,8529717e-3b5c-4141-8fa9-2a61ea5dcb16,,2603000,Trilaukys,Trilaukỹs,"Tri̇̀laukio, Tri̇̀laukiui, į Tri̇̀laukį, ties Tri̇̀laukiu, Trilaukyjè",kaimas,,(3b),"Vilkaviškio rajonas, Marijampolėsapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,d7d1807f-31a1-417b-8f8c-4c4b12fb0c3a,284b8edd-aac5-4760-bfff-f0b9532e9ce3,,2603010,Trilypis,Trilỹpis,"Trilỹpio, Trilỹpiui, į Trilỹpį, ties Trilypiù, Trilỹpyje",ežeras,,2,"Ignalinos rajonas, Utenosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,95170e4d-e537-4f77-ab9a-01557fca9c7a,de241553-c492-48ea-a892-d900b0387035,,2603020,Triliškių miškas,Tri̇̀liškių mi̇̀škas,,miškas,,,"Kaišiadorių rajonas, Kaunoapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,608ed1e9-3b8f-48a0-8b83-77fce7047e12,cde7aa15-687a-4c49-ae77-d8578bef9311,,2603030,Trimėsėdis,Trimė́sėdis,,kaimas,,1,"Telšių rajonas, Telšiųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,9761ac4e-1500-4242-80b6-9782bc5d2af1,5160674b-e0aa-4063-aee3-fd215d46fcbb,,2603040,Trimėsėdis,Trimė́sėdis,,upė,,1,"Akmenės rajonas, Šiauliųapskritis, Lietuva; Telšių rajonas, Telšiųapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,caebb284-efc1-42e9-8142-e2cb49646094,337d199e-1ac6-4311-823d-f8b6da9b42f4,,2603050,Trinapolis,Trinãpolis,,miesto dalis,,1,"Vilniaus miestas, Vilniausapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,5ffd5688-e65c-4db8-9cb7-ec88b64ce1eb,bc723841-6aa5-4508-af49-1ee79cb45d97,,2603060,Trinyčiai,Trinýčiai,,miesto dalis,,1,"Klaipėdos miestas, Klaipėdosapskritis, Lietuva",vienintelis,,,,
datasets/gov/lki/vietovardziu_zodynas/VietovardziuZodynas,891c9d88-704c-4aba-a58e-84234aac454e,073ba105-f0d4-45ff-9e92-c9b4f4dd0dde,,2603070,Triobiškiai,Triobi̇̀škiai,"Triobi̇̀škių, Triobi̇̀škiams, į Triobiškiùs, ties Triobi̇̀škiais, Triobi̇̀škiuose",miesto dalis,,2,"Marijampolės savivaldybės teritorija, Marijampolėsapskritis, Lietuva",vienintelis,,,,
